timestamp_unix,latency_ms,ok,http_status,gateway_instance,error
1782128394.515101,3.274,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128394.620626,3.166,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128394.726047,4.833,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128394.836039,5.147,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128394.942401,5.263,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128395.049162,5.155,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128395.155045,4.796,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128395.262434,5.141,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128395.368012,4.890,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128395.474940,4.903,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128395.581558,4.670,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128395.687419,3.423,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128395.792054,2.842,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128395.896600,3.832,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128396.001133,3.455,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128396.105489,2.898,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128396.211089,3.676,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128396.317431,3.588,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128396.421217,3.511,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128396.525232,2.721,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128396.629622,3.482,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128396.734437,3.459,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128396.839115,3.123,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128396.943126,2.565,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128397.046074,3.341,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128397.150366,3.953,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128397.255754,2.743,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128397.359951,3.450,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128397.464081,2.448,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128397.568223,4.336,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128397.673190,3.524,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128397.777385,5.775,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128397.885134,5.836,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128397.991674,4.207,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128398.099077,112.065,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128398.311860,1.934,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128398.414871,2.239,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128398.517791,1.545,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128398.620933,1.566,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128398.723893,5.423,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128398.830774,5.166,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128398.939456,5.384,1,200,inference-gateway-78cbd9f4cc-bf52k,
1782128399.047370,6.027,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128399.155490,6.606,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128399.262969,5.583,1,200,inference-gateway-78cbd9f4cc-p6prt,
1782128399.370146,4.953,1,200,inference-gateway-78cbd9f4cc-p6prt,
